"StationName","ID","District","lon","lat","StartYear","EndYear","Type","% Available","% missing","Number of Years","% Available 2022","% missing 2022","Remarks"
"Asante Krom (Dodi)","07075ASA","Asuogyaman",0.15,6.5333,1974,2010,"Agromet",88.2196240935326,11.7803759064674,38,66.6145163993965,33.3854836006035,""
"Asebu","23007ASE","Abura Asebu Kwamankese",-1.2167,5.2167,1964,1982,"Climate",73.0835734870317,26.9164265129683,18,23.5359628770302,76.4640371229698,""
"Asesewa","14045ASE","Upper Manya",-0.1333,6.3833,1975,2006,"Agromet",78.4308692676249,21.5691307323751,29,52.2872461784166,47.7127538215834,""
"Ashanti-Mampong","14009MAM","Mampong",-1.4,7.0667,1963,2020,"Climate",62.1996695775313,37.8003304224687,41,60.1277663700662,39.8722336299338,""
"Ashiaman","23085ASH","Ashaiman",-0.0333,5.6833,1968,1982,"Agromet",73.9733528016061,26.0266471983939,15,20.1752202697994,79.8247797302006,""
"Assin Foso","20009FOS","Assin Fosu",-1.2833,5.7667,1956,2020,"Climate",65.0619155926207,34.9380844073793,50,63.1211180124224,36.8788819875776,""
"Assin Nyankumasi","20009ASS","Assin Nyankomase",-1.2833,5.75,1956,1956,"Climate",7.10382513661202,92.896174863388,2,0.10624387054593,99.8937561294541,""
"Asuansi","23011ASU","Abura Asebu Kwamankese",-1.2333,5.3,1953,2016,"Climate",96.3851813826146,3.61481861738535,65,88.1253177924668,11.8746822075332,""
"Asutsuare","07063ASU","Asutuare",0.1833,6.0667,1977,2017,"Agromet",37.0751252086811,62.9248747913189,20,33.0456520445212,66.9543479554788,""
"Asutsuare","07070ASU","Asutuare",0.1963,6.0757,1972,1981,"Agromet",92.5540651519299,7.44593484807008,11,18.1500966287309,81.8499033712691,""
"Atebubu","11002ATE","Atebubu-Amantin Municipal",-0.9833,7.75,1956,2014,"Climate",88.0232018561485,11.9767981438515,57,77.5130761686826,22.4869238313174,""
"Atieku","18026ATI","Wassa East",-1.7,5.5667,1972,2004,"Climate",29.525468724075,70.474531275925,15,19.1056474124973,80.8943525875027,""
"Aveyime","07034AVE","North Tongu",0.3667,6.0333,1963,2018,"Agromet",79.2998924415762,20.7001075584238,52,74.0132329454711,25.9867670545289,""
"Axim","23001AXM","Nzema East Municipal",-2.2333,4.8667,1960,2022,"Climate",95.8636919038784,4.13630809612164,63,95.8636919038784,4.13630809612164,""
"Axim","23001AXM","Nzema East Municipal",-2.2333,4.8667,1960,2022,"Synoptic",95.8636919038784,4.13630809612164,63,95.8636919038784,4.13630809612164,""
"Babile","01000BAB","Jirapa",-2.8167,10.5167,1948,2014,"Synoptic",70.0882641386074,29.9117358613926,57,62.6122508578521,37.3877491421479,""
"Barekese","17044BAR","Atwima Nwabiagya",-1.7333,6.85,1969,2006,"Climate",58.3255277757764,41.6744722242236,27,41.0434518075344,58.9565481924656,""
"Bechem","16004BEC","Tano South",-2.0333,7.0833,1964,2010,"Climate",91.6467641405021,8.35323585949787,48,73.0069605568445,26.9930394431555,""
"Begoro","14014BEG","Fanteakwa",-0.3833,6.3833,1964,2007,"Climate",80.1132474643768,19.8867525356232,41,59.7447795823666,40.2552204176334,""
"Bekwai - Ashanti","17025BEK","Bekwai Municipal",-1.5667,6.45,1963,2009,"Climate",83.45663191006,16.54336808994,43,65.3753137120694,34.6246862879306,""
"Benso","23027BEN","Mpohor",-1.9,5.15,1951,2015,"Climate",31.7004338486163,68.2995661513837,31,28.6181458666058,71.3818541333942,""
"Berekum","01005BER","Berekum Municipal",-2.5833,7.45,1956,2017,"Climate",61.7283405457918,38.2716594542082,45,57.1224256292906,42.8775743707094,""
"Bibiani","16004BIB","BAB Municipal",-2.35,6.4667,1958,2015,"Climate",35.4890483383686,64.5109516616314,25,31.6667368687081,68.3332631312919,""
"Binduri","04030BIN","Binduri",-0.3,10.95,1976,2017,"Agromet",79.6688612215631,20.3311387784369,39,71.1947340828333,28.8052659171667,""
"Bobiri","19004BOB","Ejisu Juaben Municipal",-1.35,6.6833,1953,2020,"Agromet",47.1876635664533,52.8123364335467,39,45.8403410646537,54.1596589353463,""
"Bogoso","18005BOG","Prestea- Huni Valley",-2.0333,5.4,1953,2006,"Climate",40.5465699944228,59.4534300055772,36,31.2786013220167,68.7213986779833,""
"Bogoso","18027BOG","Prestea- Huni Valley",-2.0333,5.5667,1948,1971,"Climate",27.4925849874515,72.5074150125485,10,8.79754690808206,91.2024530919179,""
"Bole","07000BOL","Bole",-2.4833,9.0333,1961,2023,"Synoptic",78.974358974359,21.025641025641,54,78.974358974359,21.025641025641,""
"Bolgatanga","04003BOL","Bolgatanga Municipal",-0.85,10.7833,2012,2021,"Agromet",63.2904462085957,36.7095537914043,10,57.5410652065704,42.4589347934296,""
"Bolgatanga","04027BOL","Bolgatanga Municipal",-0.8667,10.8,1975,2021,"Agromet",79.0004077590726,20.9995922409274,48,77.3556924480949,22.6443075519051,""
"Bondaye","18006BON","Prestea- Huni Valley",-2.1667,5.4,1953,1964,"Climate",89.6568508152835,10.3431491847165,13,25.0595197605605,74.9404802394395,""
"Bondaye","18006BON","Prestea- Huni Valley",-2.1667,5.4,1953,1964,"Rainfall",89.6568508152835,10.3431491847165,13,25.0595197605605,74.9404802394395,""
"Boso","07061BOS","Asuogyaman",0.1667,6.55,1972,2013,"Climate",97.474343595895,2.52565640410502,43,87.8524880627046,12.1475119372954,""
"Boso","07061BOS","Asuogyaman",0.17,6.5464,1972,2013,"Climate",97.474343595895,2.52565640410502,43,87.8524880627046,12.1475119372954,""
"Botoku","07073BOT","North Dayi",0.2667,6.75,1999,2009,"Climate",32.8272772523644,67.1727227476356,8,15.0467716176135,84.9532283823865,""
"Breman Asikuma","23032ASI","Asikuma-Odoben-Brakwa",-0.9833,5.5833,1958,2016,"Agromet",35.6519721577726,64.3480278422274,28,32.3617370793143,67.6382629206857,""
"Brimso","23012BRI","Abura Asebu Kwamankese",-1.2833,5.1833,1957,2016,"Climate",85.3023043577458,14.6976956422542,58,77.5491578860035,22.4508421139965,""
"Bui","01001BUI","Banda",-2.2667,8.2833,1954,2006,"Agromet",63.4673003409443,36.5326996590557,36,48.7500991984763,51.2499008015237,""
"Bunso","21015BUN","Abuakwa North",-0.4667,6.2833,1954,2018,"Agromet",37.6690114148519,62.3309885851481,28,35.4852789461154,64.5147210538846,""
"Cape Coast","23000CAP","Cape Coast",-1.2652,5.1025,1960,1972,"Climate",41.1164274322169,58.8835725677831,9,10.5087233001794,89.4912766998206,""
"Cape Coast","23000CAP","Cape Coast",-1.2652,5.1025,1960,1972,"Rainfall",41.1164274322169,58.8835725677831,9,10.5087233001794,89.4912766998206,""
"Cape Coast","23013CAP","Cape Coast",-1.25,5.1151,1965,2018,"Climate",15.8313555772721,84.1686444227279,8,14.8235294117647,85.1764705882353,""
"Cape Coast","23044CAP","Cape Coast",-1.2641,5.1174,1966,2022,"Climate",44.2432393486719,55.7567606513281,34,44.2432393486719,55.7567606513281,""
"Cape Coast","23048CAP","Cape Coast",-1.25,5.1,1973,2020,"Agromet",88.1873146246863,11.8126853753137,49,84.6621399627642,15.3378600372358,""
"Chinderi","07007CHI","Krachi Nchumuru",-0.1333,8.15,1964,1966,"Climate",98.2664233576642,1.73357664233576,3,9.51161352998322,90.4883864700168,""
"Chinderi","07007CHI","Krachi Nchumuru",-0.1333,8.15,1964,1966,"Rainfall",98.2664233576642,1.73357664233576,3,9.51161352998322,90.4883864700168,""
"Damongo","01001DAM","West Gonja",-1.8167,9.0667,1954,2019,"Climate",71.6546915184134,28.3453084815866,45,69.6313090974673,30.3686909025327,""
"Damongo","01001DAM","West Gonja",-1.8167,9.0667,1954,2019,"Rainfall",71.6546915184134,28.3453084815866,45,69.6313090974673,30.3686909025327,""
"Donkorkrom","13000DON","Kwahu North",-0.1,7.05,1995,2009,"Climate",49.4615805803979,50.5384194196021,12,26.4984844040285,73.5015155959715,""
"Dormaa Ahenkro","20008DOR","Dormaa Ahenkro",-2.8833,7.2833,1956,1966,"Climate",83.0512692882031,16.9487307117969,12,13.6359921542988,86.3640078457012,""
"Dormaa Ahenkro","20021DOR","Dormaa Ahenkro",-2.8833,7.2833,1969,2016,"Climate",55.0650239561944,44.9349760438056,31,48.9479288140749,51.0520711859251,""
"Dunkwa","17015DUN","Upper Denkyira East",-1.7833,5.9667,1963,2014,"Climate",90.0489654083083,9.95103459169168,51,78.0424366872005,21.9575633127995,""
"Effiduasi","19017EFI","Sekyere East",-1.4,6.9167,1970,2012,"Climate",79.2627021520438,20.7372978479562,40,64.3093294761856,35.6906705238144,""
"Ejura","14004EJU","Ejura Sekyedumase",-1.3667,7.3833,1958,2010,"Agromet",91.5095130332747,8.49048696672534,49,81.526284348865,18.473715651135,""
"Ejura","14004EJU","Ejura Sekyedumase",-1.3667,7.3833,1958,2010,"Climate",91.5095130332747,8.49048696672534,49,81.526284348865,18.473715651135,""
"Elmina","23024ELM","Edina",-1.35,5.0833,1958,2013,"Climate",3.96499462207881,96.0350053779212,6,3.41603133819131,96.5839686618087,""
"Enchi","16007ENC","Aowin",-2.8167,5.8167,1954,2002,"Climate",60.9543498910432,39.0456501089568,36,43.2862471232442,56.7137528767558,""
"Esiama","23003ESI","Nzema East",-2.35,4.9333,1960,1979,"Climate",74.9623545516769,25.0376454483231,21,23.7973143279301,76.2026856720699,""
"Forifori","14057FOR","Kwahu Afram Plains South",-0.3333,6.8333,1971,2016,"Climate",69.9321509344126,30.0678490655874,41,61.8648975938504,38.1351024061496,""
"Funsi","02008FUN","Wa East",-1.9833,10.2833,2008,2009,"Rainfall",37.2093023255814,62.7906976744186,3,4.96440956378901,95.035590436211,""
"Garu","04031GAR","Garu-Tempane",-0.1833,10.85,1976,2021,"Agromet",78.3597190810618,21.6402809189382,43,76.6936564338557,23.3063435661443,""
"Goaso","16010GOA","Asunafo North Municipal",-2.5167,6.8,1956,2012,"Agromet",88.5457981739292,11.4542018260708,53,80.7006477595284,19.2993522404716,""
"Goaso","16010GOA","Asunafo North Municipal",-2.5167,6.8,1956,2012,"Rainfall",88.5457981739292,11.4542018260708,53,80.7006477595284,19.2993522404716,""
"Half Assini","23016HAL","Jomoro Municipal",-2.8833,5.05,1963,2019,"Climate",50.7277006580527,49.2722993419473,35,48.1907369381702,51.8092630618298,""
"Havi","23028HAV","Akatsi South",0.7833,6.0333,1975,1982,"Agromet",83.709787816564,16.290212183436,9,13.9516313027607,86.0483686972393,""
"Ho","07017HO-","Ho Municipal",0.4667,6.6,1956,2023,"Synoptic",95.180577364416,4.819422635584,69,95.180577364416,4.819422635584,""
"Hohoe","07016HOH","Hohoe Municipal",0.4833,7.15,1963,2003,"Climate",89.8230383973289,10.1769616026711,41,61.3780515628565,38.6219484371435,""
"Huhunya","14039HAV","Yilo Krobo Municipal",-0.1667,6.1667,2011,2019,"Agromet",2.76848189838759,97.2315181016124,3,2.07620351357518,97.9237964864248,""
"Huhunya","14039HUH","Yilo Krobo Municipal",-0.1667,6.1667,1964,2022,"Agromet",60.7656612529002,39.2343387470998,44,60.7656612529002,39.2343387470998,""
"Inchaban","23000INC","Shama",-1.6833,4.9833,1954,2008,"Climate",54.3232614863856,45.6767385136144,33,43.302118879454,56.697881120546,""
"KIAMO-Accra","23016ACC","Okaikoi South",-0.168,5.6098,1951,2023,"Synoptic",93.3203315455875,6.67966845441248,72,93.3203315455875,6.67966845441248,""
"Kade","21017KAD","Kwaebibirem",-0.8333,6.1,1956,2018,"Climate",80.3789491982096,19.6210508017904,60,75.5802549852893,24.4197450147107,""
"Kade","21018KAD","Kwaebibirem",-0.8167,6.1,1957,1989,"Experimental",67.7922508918941,32.2077491081059,29,33.8961254459471,66.1038745540529,""
"Kanayerebo","18007KAN","BAB Municipal",-2.2833,6.25,1952,2001,"Climate",46.7393089853803,53.2606910146197,27,32.9155901746809,67.0844098253191,""
"Kanayerobo","18007KAN","BAB Municipal",-2.2833,6.25,1952,2001,"Climate",46.7393089853803,53.2606910146197,27,32.9155901746809,67.0844098253191,""
"Keta","23015KET","Keta Municipal",0.9833,5.9167,1953,1995,"Climate",91.3849092645654,8.61509073543458,44,56.1348613447022,43.8651386552978,""
"Kete-Krachi","07008KRA","Krachi West",-0.0333,7.8167,1956,2018,"Synoptic",97.170918256486,2.82908174351397,64,91.3697286694998,8.63027133050016,""
"Kibi","21020KIB","East Akim Municipal",-0.55,6.1667,1954,2020,"Climate",49.9223602484472,50.0776397515528,47,48.4763114038568,51.5236885961432,""
"Kintampo","01000KIN","Kintampo North Municipal",-1.7167,8.05,1955,2019,"Agromet",48.708984457268,51.291015542732,40,46.5595683858759,53.4404316141241,""
"Koforidua","22029KOF","New-Juaben Municipal",-0.25,6.0833,1954,1976,"Climate",76.0504701821212,23.9495298178788,21,25.3511626061424,74.6488373938576,""
"Koforidua","22050KDA","New-Juaben Municipal",-0.25,6.0833,1969,2023,"Agromet",96.1040304025232,3.89596959747681,55,96.1040304025232,3.89596959747681,""
"Koforidua","22050KDA","New-Juaben Municipal",0.2708,6.0864,1969,2023,"Synoptic",96.1040304025232,3.89596959747681,55,96.1040304025232,3.89596959747681,""
"Komenda","23040KOM","Na",-1.5011,5.0664,1964,2004,"Agromet",56.4837072649573,43.5162927350427,25,39.2529002320186,60.7470997679814,""
"Konongo","19007KON","Asante Akim Central",-1.2167,6.6167,1953,2010,"Climate",96.3935045317221,3.60649546827794,59,79.8685805921696,20.1314194078304,""
"Konongo","19007KOO","Asante Akim Central",-1.2167,6.6167,1995,1995,"Climate",8.49315068493151,91.5068493150685,2,0.303119194289625,99.6968808057104,""
"Kpandae","08002KPA","Kpandai",-0.0167,8.4333,1953,2005,"Climate",20.5703068498812,79.4296931501188,20,15.574764344663,84.425235655337,""
"Kpando","07017KPA","Kpando Municipal",0.2833,7,1963,2012,"Agromet",87.6891022737567,12.3108977262433,47,78.9795751856183,21.0204248143817,""
"Kpando","07017KPA","Kpando Municipal",0.2833,7,1963,2012,"Climate",87.6891022737567,12.3108977262433,47,78.9795751856183,21.0204248143817,""
"Kpedze","09005KPE","Ho-West",0.0333,7.9333,2004,2020,"Climate",53.9291465378422,46.0708534621578,14,48.2564841498559,51.7435158501441,""
"Kpedzeglo Mafi","07037KPE","Hohoe",0.55,6.2333,2012,2022,"Climate",62.045793927327,37.954206072673,12,62.045793927327,37.954206072673,""
"Kpeve","07026KPE","South Dayi",0.3333,6.6833,1953,2017,"Agromet",72.7896887241481,27.2103112758519,55,67.5910353189659,32.4089646810341,""
"Kpong","07006KPO","Kpone Katamanso",0.0667,6.15,1956,2022,"Agromet",54.7441974501471,45.2558025498529,44,54.7441974501471,45.2558025498529,""
"Krachi Nkwanta","09003KRA","Krachi West",0.5,8.2667,1975,2008,"Climate",40.7504642376897,59.2495357623103,13,30.6994693680656,69.3005306319344,""
"Krachi Nkwanta","09003KRA","Krachi West",0.5167,8.2667,1975,2008,"Climate",40.7504642376897,59.2495357623103,13,30.6994693680656,69.3005306319344,""
"Kugri","04029KUG","Garu Tempane",-0.2833,10.7667,1990,2012,"Agromet",91.66765861207,8.33234138793001,24,63.8928067700987,36.1071932299013,""
"Kumasi","17009KSI","Kumasi",-1.5916,6.7169,1946,2023,"Synoptic",92.3514338867633,7.64856611323668,78,92.3514338867633,7.64856611323668,""
"Kumasi","17036KUM","Kumasi",-1.6,6.7167,1960,2020,"Agromet",37.4265068892779,62.5734931107221,28,36.2391899526313,63.7608100473687,""
"Kusi","21067KUS","Denkyembour",-0.8667,6.0333,1995,2018,"Climate",94.4672598676705,5.53274013232945,25,80.9719370294319,19.0280629705681,""
"Kwadaso","17012KWA","Kumasi",-1.65,6.7,1952,2017,"Agromet",42.2698801178081,57.7301198821919,36,39.2935641846296,60.7064358153704,""
"Kwanyako","23080KWA","Agona East",-0.6333,5.6,1966,2018,"Climate",84.6062618595825,15.3937381404175,45,81.0935235442894,18.9064764557106,""
"Manga Bawku","04001MAN","Bawku Municipal",-0.2667,11.0167,1955,2018,"Climate",63.3898015058179,36.6101984941821,48,59.6609896525345,40.3390103474655,""
"Mankango","07012MAN","North East Gonja",-0.6,8.3333,1973,1979,"Agromet",75.6259780907668,24.3740219092332,8,10.5848209396561,89.4151790603439,""
"Mem Chemfere","07059MEM","Kwahu Afram Plains North",-0.05,6.95,1966,1976,"Climate",57.1629213483146,42.8370786516854,9,14.4730408498911,85.5269591501089,""
"Mem Chemfere","07059MEM","Kwahu Afram Plains North",-0.05,6.95,1966,1976,"Rainfall",57.1629213483146,42.8370786516854,9,14.4730408498911,85.5269591501089,""
"Mole","01007MOL","West Gonja",-2.038,9.5069,1973,1976,"Climate",70.1574264202601,29.8425735797399,5,5.61274778228014,94.3872522177199,""
"Mpehuasem","23084MPE","Ayawaso",-0.1645,5.652,1969,2022,"Agromet",53.3843735739999,46.6156264260001,35,53.3843735739999,46.6156264260001,""
"Mpraeso","14044MPR","Kwahu South",-0.7333,6.5833,1963,2011,"Climate",78.1360004470023,21.8639995529977,44,63.8101756787588,36.1898243212412,""
"Nasia","06025NAS","Gazeb",-0.8,10.15,1969,1980,"Climate",78.4850558977869,21.5149441022131,13,17.4415656847336,82.5584343152664,""
"Navrongo","04003NAV","Kassena- Nankana",-1.0832,10.8784,1947,2023,"Synoptic",92.3410610155028,7.65893898449723,75,92.3410610155028,7.65893898449723,""
"Nkawkaw","19043NKA","Nkwanta South",-0.7667,6.55,1963,2016,"Climate",86.3364429121882,13.6635570878118,52,77.7047684234543,22.2952315765457,""
"Nkroful","23008NKR","Ellembelle",-2.3232,4.9667,1976,2003,"Climate",29.7252371174342,70.2747628825658,12,17.7083940117668,82.2916059882332,""
"Nsawam","22027NSA","Nsawan-Aoagyire Minicipal",-0.35,5.8167,1953,2012,"Climate",64.3258042436687,35.6741957563313,43,55.137481910275,44.862518089725,""
"Nungua","23012NUN","Gulf Of Guinea",-0.0833,5.5833,1952,2008,"Rainfall",51.3496637848223,48.6503362151777,37,41.2254656229515,58.7745343770485,""
"Nyankpala","07012NYA","Tolon",-0.9667,9.4,1952,2008,"Agromet",59.8460141882124,40.1539858117876,33,51.0672481064953,48.9327518935047,""
"Nyankpala","07012NYA","Tolon",-0.9667,9.4,1952,2008,"Climate",59.8460141882124,40.1539858117876,33,51.0672481064953,48.9327518935047,""
"Obo-Kwahu","19005OBO","Kwahu South",-0.8167,6.6,1964,1980,"Rainfall",46.7149758454106,53.2850241545894,13,13.461716937355,86.538283062645,""
"Obuasi","170390BU","Obuasi Municipal",-1.6667,6.2,2005,2005,"Climate",8.49315068493151,91.5068493150685,2,0.471554609066018,99.528445390934,""
"Obuasi","17039OBU","Obuasi Municipal",-1.6667,6.2,1995,2008,"Climate",94.6812671098944,5.31873289010559,15,47.3452625403344,52.6547374596656,""
"Ogoli","07074OGO","Asuogyaman",0.1,6.1833,1973,1976,"Rainfall",70.7734428473648,29.2265571526352,5,5.66203044573431,94.3379695542657,""
"Ohawu","23053OHA","Ketu North",0.9,6.1333,1963,2017,"Agromet",64.288914331226,35.711085668774,39,58.9322381930185,41.0677618069815,""
"Osu-Accra","23050OSU","Klorley Klotey Municipal",-0.1833,5.55,1960,1969,"Rainfall",50.260060224473,49.739939775527,10,7.97879275129286,92.0212072487071,""
"Owabi","17016OWA","Owabi",-1.7167,6.75,1952,2020,"Climate",60.7110264651034,39.2889735348966,50,59.0020437280685,40.9979562719315,""
"Oyarifa","23059OYA","Pantang West",-0.1833,5.7333,1971,1985,"Climate",84.2672020441686,15.7327979558314,16,24.3089559311325,75.6910440688675,""
"Pankese","19030PAN","Glinyigbatakpo ( Ahorlikope)",0.51,6.31,1956,2016,"Climate",85.3283066289664,14.6716933710336,59,77.6887871853547,22.3112128146453,""
"Pokoase","22014POK","Ga West Municipal",-0.2833,5.6833,1953,2019,"Agromet",94.1123070937622,5.88769290623785,66,91.9344622271019,8.0655377728981,""
"Pokoase","22014POK","Ga West Municipal",-0.2833,5.6833,1953,2019,"Climate",94.1123070937622,5.88769290623785,66,91.9344622271019,8.0655377728981,""
"Pomadze","23089POM","Effutu Municipal",-0.2333,5.9167,1995,2007,"Agromet",95.0294860994103,4.97051390058972,14,44.1185098269287,55.8814901730713,""
"Pong Tamale","04005PON","Savelugu-Nanton",-0.8333,9.6667,1953,2011,"Climate",57.4783052577846,42.5216947422154,39,48.4452614698635,51.5547385301365,""
"Prang","11006PRA","Pru East",-0.8833,7.9833,1964,2013,"Climate",80.1456496742047,19.8543503257953,47,67.9211136890951,32.0788863109049,""
"Prestea","18026PRE","Prestea- Huni Valley",-2.15,5.4333,1969,1976,"Climate",74.880219028063,25.119780971937,9,11.0936470111038,88.9063529888962,""
"Prestea SHTS","TA00003","Prestea- Huni Valley",-2.1339,5.4469,2018,2023,"Tahmo AWS",68.4162482884528,31.5837517115472,7,68.4162482884528,31.5837517115472,""
"Pretsea","23001PRE","Prestea- Huni Valley",-1.8667,4.9333,1971,2007,"Climate",30.486902471511,69.513097528489,15,21.6922023903543,78.3077976096457,""
"Princes Town","23005PRI","Ahanta West Municipal",-2.1333,4.8,1963,2009,"Climate",43.8923516048232,56.1076483951768,25,34.382842801734,65.617157198266,""
"Pusiga","04002PUS","Pusiga",-0.1167,11.0833,1955,1994,"Rainfall",42.7789185489391,57.2210814510609,24,25.16406973467,74.8359302653299,""
"Salaga","07003SAL","Salaga",-0.5167,8.55,1953,2019,"Climate",44.7999673082424,55.2000326917576,39,42.8794930965698,57.1205069034302,""
