"StationName","ID","District","lon","lat","StartYear","EndYear","Type","% Available","% missing","Number of Years","% Available 2022","% missing 2022","Remarks"
"Agona Ashanti","17020AGO","Sekyere South",-1.4833,6.9333,1933,1984,"Rainfall",76.5755804770179,23.4244195229821,45,44.2443416889754,55.7556583110246,""
"Agona Swedru","23038AGO","Agona West",-0.7,5.5167,1963,1975,"Climate",98.3950353092232,1.6049646907768,14,34.6848715724362,65.3151284275638,""
"Agona Swedru","23038AGO","Agona West",-0.7,5.5167,1963,1975,"Rainfall",98.3950353092232,1.6049646907768,14,34.6848715724362,65.3151284275638,""
"Agona Swedru","23066AGO","Agona West",-0.7,5.5167,1970,2022,"Climate",81.3255501601405,18.6744498398595,48,81.3255501601405,18.6744498398595,""
"Aguna Amenfi","16029AGU","Wassa Amenfi Central",-2.3167,5.95,1972,1975,"Rainfall",67.2826830937714,32.7173169062286,5,5.27700236203565,94.7229976379644,""
"Ahibenso","10022AHI","Bodi",-2.7833,6.1167,1972,2004,"Rainfall",26.9371163099386,73.0628836900614,13,17.4307494094911,82.5692505905089,""
"Ahunda Adaklu","07031AHU","Adaklu",0.55,6.3,1963,2006,"Climate",58.2602202725406,41.7397797274594,39,42.7241615331964,57.2758384668036,""
"Ajena New","07064AJE","Asuogyaman",0.05,6.3667,1965,1980,"Rainfall",81.7419575633128,18.2580424366872,17,22.5500377643505,77.4499622356496,""
"Akaa","07000AKA","Jasikan",0.4,7.4333,1956,2006,"Climate",94.1861713549496,5.81382864505045,52,71.6941811049362,28.3058188950638,""
"Akatsi","15076AKA","Akatsi South",0.8,6.1167,1980,2022,"Synoptic",95.530370559022,4.46962944097797,43,95.530370559022,4.46962944097797,""
"Akatsi School","15051AKA","Akatsi South",0.8008,6.1256,1955,2019,"Agromet",74.6219620066552,25.3780379933448,58,71.3290655071063,28.6709344928937,""
"Akim Akroso","23057AKR","Asene Manso Akroso",-0.7667,5.7667,1959,2013,"Rainfall",58.3304295883319,41.6695704116681,38,50.1283367556468,49.8716632443532,""
"Akim Oda","21022ODA","Birim Central",-0.9833,5.9167,1943,1973,"Rainfall",96.5115252141659,3.48847478583414,32,37.3990417522245,62.6009582477755,""
"Akim Oda","21081ODA","Birim Central",-0.9922,5.9685,2015,2018,"Rainfall",8.41889117043121,91.5811088295688,4,4.20944558521561,95.7905544147844,""
"Akim Oda","21088ODA","Birim Central",-0.9784,5.9293,1974,2022,"Synoptic",92.3171481253841,7.68285187461586,49,92.3171481253841,7.68285187461586,""
"Akokoa","12003AKO","Atebubu-Amantin",-1.1667,7.5833,1948,2021,"Rainfall",77.1948647748714,22.8051352251286,68,76.1663137913412,23.8336862086588,""
"Akokoaso","19001AKO","Akyem Mansa",-1.0667,6.15,1939,2018,"Agromet",83.5934291581109,16.4065708418891,77,79.6127896743913,20.3872103256087,""
"Akorabo","14058AKO","Ayensuano",-0.4,6.0167,1965,1990,"Rainfall",89.4376579612468,10.5623420387532,27,40.0915785498489,59.9084214501511,""
"Akosombo","07059AKO","Asuogyaman",0.05,6.3,1963,2022,"Agromet",95.8019621263974,4.19803787360256,61,95.8019621263974,4.19803787360256,""
"Akpafu Todzi","07001AKP","Jasikan",0.4833,7.25,1928,2017,"Rainfall",49.5239254099109,50.4760745900891,53,46.9177786103346,53.0822213896654,""
"Akplabanya","23025AKP","Ada West",0.3833,5.7833,1975,1986,"Rainfall",50.7871321013005,49.2128678986995,10,12.6967830253251,87.3032169746749,""
"Akrofuom Assin","23005ASS","Akrofuom",-1.2057,5.5833,1956,2002,"Rainfall",43.7816741422497,56.2183258577503,28,30.7126511932004,69.2873488067996,""
"Akrokerri","17021AKR","Adansi North",-1.6333,6.3,1952,2020,"Climate",26.9253660278538,73.0746339721462,23,26.1674314579879,73.8325685420121,""
"Akrokerri","17040AKR","Adansi North",-1.65,6.2999,1963,2018,"Climate",63.9092598024836,36.0907401975164,45,59.648642482318,40.351357517682,""
"Akropong Akim","21035AKO","Atiwa West",-0.65,6.2,1961,2001,"Rainfall",44.8146911519199,55.1853088480801,27,29.6356811658203,70.3643188341797,""
"Akropong Akwapim","10062AKR","Akwapem North",-0.0833,5.9667,1995,2018,"Climate",32.2381930184805,67.7618069815195,17,27.6327368729833,72.3672631270167,""
"Akropong Akwapim","14062AKR","Akwapem North",-0.0833,5.9667,1963,2021,"Climate",90.830626450116,9.16937354988399,58,89.3178188455396,10.6821811544604,""
"Akropong Wassaw","18002WAS","Akwapem North",-2.0833,5.7833,1959,2016,"Agromet",93.6134057115884,6.3865942884116,59,84.839151266256,15.160848733744,""
"Akroso","07020FER","Asene Manso Akroso",1.3333,7.4,1953,2015,"Rainfall",25.4845719252499,74.5154280747501,25,22.9358156999257,77.0641843000743,""
"Akuma","11006AKU","Ejura-Sekyedumase",-1.7167,7.4833,1954,1968,"Rainfall",82.7705785727322,17.2294214272678,16,17.9946036028887,82.0053963971113,""
"Akumadan","16001AKU","Offinso North",-1.95,7.4,1957,2005,"Rainfall",85.8914901938873,14.1085098061127,47,63.7683564257861,36.2316435742139,""
"Akuse","07003AKU","Yilo Krobo",0.1193,6.0945,1944,2020,"Synoptic",99.0186666666667,0.981333333333339,78,96.5136024952348,3.48639750476521,""
"Akwantambra","23021AKW","Sefwi Akontombra",-2.8667,6.0333,1972,1991,"Rainfall",60.766598220397,39.233401779603,17,23.8297187030277,76.1702812969723,""
"Alavanyo Abehenease","07027ALA","Kwahu Afram Plains South",-0.4,7.1167,1974,1996,"Rainfall",81.0617783597191,18.9382216402809,24,38.0510700117338,61.9489299882662,""
"Amankwakrom","07024AMA","Kwahu Afram Plains North",0.0167,7.05,1966,1986,"Agromet",71.6467463479416,28.3532536520584,18,34.2580465928484,65.7419534071516,""
"Amankwakrom","07024AMA","Kwahu Afram Plains North",0.0167,7.05,1966,1986,"Climate",71.6467463479416,28.3532536520584,18,34.2580465928484,65.7419534071516,""
"Amate","14055AMA","Fanteakwa North",-0.4167,6.6167,1965,1983,"Rainfall",84.6087332468655,15.3912667531345,19,27.7143126888218,72.2856873111783,""
"Amedzofe","07014AME","Ho West",0.4333,6.85,1928,1976,"Rainfall",72.1365515700078,27.8634484299922,41,37.2085650883311,62.7914349116689,""
"Amedzofe","07060AME","Ho West",0.4333,6.85,1963,2019,"Climate",84.3220135453192,15.6779864546808,54,80.1049509468401,19.8950490531599,""
"Amelorkope","07032AME","Central Tongu",0.5833,6.1167,1956,1981,"Climate",91.5532266332517,8.4467733667483,26,49.409811877536,50.590188122464,""
"Amelorkope","07032AME","Central Tongu",0.5833,6.1167,1956,1981,"Rainfall",91.5532266332517,8.4467733667483,26,49.409811877536,50.590188122464,""
"Amentia","19022AME","Asante Akim South",-1.1667,6.2167,1953,1994,"Climate",69.2307692307692,30.7692307692308,35,41.5379199749677,58.4620800250323,""
"Amidoekor","07006AME","Dangme East",0.4,6,1955,2011,"Rainfall",26.754407032038,73.245592967962,21,22.4262189475379,77.5737810524621,""
"Amissano","23049AMI","KEEA Municipal",-1.35,5.15,1998,2006,"Rainfall",35.1688469729236,64.8311530270764,5,12.660168656226,87.339831343774,""
"Amoamang","14016AMO","Sekyere Central",-1.3167,7.0833,1964,1968,"Rainfall",66.1740558292282,33.8259441707718,6,5.61020881670534,94.3897911832947,""
"Ampaam New","14051AMP","Kwahu South",-0.3333,6.6167,1965,1985,"Agromet",94.406779661017,5.59322033898304,22,34.1814577039275,65.8185422960725,""
"Ampenkro","20046AMP","Twifo Hemang Lower Denkyira",-1.5167,5.4333,1970,1976,"Rainfall",76.3003519749707,23.6996480250293,8,10.078520508317,89.921479491683,""
"Amrahia","23083AMR","Ningo/ Prampram",0.1333,5.7667,1976,2018,"Rainfall",24.0162995033745,75.9837004966255,14,21.9723888856527,78.0276111143473,""
"Ananikrom","18002ANA","Wassa Amenfi East",-2.0667,6.0667,1952,2013,"Rainfall",15.5921575554182,84.4078424445818,14,13.6158562449389,86.3841437550611,""
"Anfoega Akukome","07025ANF","North Dayi",0.2833,6.8833,1955,2002,"Rainfall",55.77800593201,44.22199406799,37,39.3727100696541,60.6272899303459,""
"Angu","23025ANG","Mpohor",-1.7667,5.05,1950,1976,"Rainfall",57.3717298722369,42.6282701277631,24,21.2204178074485,78.7795821925515,""
"Ankaase","19023ANK","Bosome Freho",-1.3833,6.4667,1953,1988,"Rainfall",75.8993079321621,24.1006920678379,32,39.0346931591505,60.9653068408495,""
"Ankaful","23006ANK","KEEA Municipal",-1.3667,5.1667,1950,1986,"Rainfall",84.4457599526417,15.5542400473583,35,42.8008851217042,57.1991148782958,""
"Ankako","23041ANK","Twifo Hemang Lower Denkyira",-1.45,5.3833,1963,1987,"Rainfall",55.9522505749644,44.0477494250356,23,23.3127994524298,76.6872005475702,""
"Ankobra","18003ANK","Prestea- Huni Valley",-2.1167,5.45,1955,1965,"Rainfall",93.205574912892,6.79442508710801,12,15.0783105850143,84.9216894149857,""
"Anloga","23003ANL","Anloga",1.5561,6.3508,1956,2023,"Rainfall",46.5434633812457,53.4565366187543,36,46.5434633812457,53.4565366187543,""
"Antoakrom","17024ANT","Amansie West",-1.8,6.45,1953,2006,"Rainfall",66.0548598083456,33.9451401916544,43,50.9563108694802,49.0436891305198,""
"Anum","07004ANU","Anum",0.15,6.5,1954,2022,"Rainfall",37.4533767161336,62.5466232838664,34,37.4533767161336,62.5466232838664,""
"Anyaboni New","14052ANY","Upper Manya",-0.05,6.3667,1965,1990,"Rainfall",71.1668070766639,28.8331929233361,22,31.9014350453172,68.0985649546828,""
"Anyako","23011ANY","Keta Municipal",0.9158,5.9833,1955,2006,"Rainfall",63.4391617964513,36.5608382035487,36,48.5123001972863,51.4876998027137,""
"Anyinam","21011ANY","Atiwa East",-0.55,6.3833,1912,1998,"Rainfall",45.6776914120276,54.3223085879724,47,35.801494709321,64.198505290679,""
"Anyinasi","23013AIY","Nzema East",-2.4667,5.0333,1953,2015,"Agromet",90.199913081269,9.80008691873098,60,81.1788633785739,18.8211366214261,""
"Apam","23016APA","Gomoa West",-0.7333,5.2833,2012,2015,"Rainfall",14.8528405201916,85.1471594798084,4,5.4006968641115,94.5993031358885,""
"Apam","23061APA","Gomoa West",-0.7333,5.2833,1963,2016,"Climate",92.3342121273575,7.66578787264247,54,83.1028975587497,16.8971024412503,""
"Apedua","22012APE","East Akim",-0.5,6.1333,1954,2006,"Rainfall",64.3299927678479,35.6700072321521,43,49.4127450202365,50.5872549797635,""
"Aperadi","19036APE","Birim South",-1.1,5.7833,1960,2017,"Rainfall",62.1666273306585,37.8333726693415,41,57.2334970231628,42.7665029768372,""
"Apinamang","21046API","Kwaebibirem",-0.7,6.0667,1965,1980,"Rainfall",84.4455852156057,15.5544147843943,17,23.2958836858006,76.7041163141994,""
"Asafo Akim","22062ASA","Abuakwa South",-0.4667,6.1667,1972,1996,"Rainfall",79.6649145860709,20.3350854139291,26,39.0541120893279,60.9458879106721,""
"Asamama","21048ASA","Atiwa West",-0.6667,6.3333,1964,1975,"Rainfall",80.2418434861967,19.7581565138033,13,16.3201856148492,83.6798143851508,""
"Asamankese","23018ASA","West Akim",-0.6667,5.8667,1952,2022,"Climate",95.719739328269,4.280260671731,72,95.719739328269,4.280260671731,""
"Asamankese","23024ASA","West Akim",-0.6667,5.8667,1953,2020,"Rainfall",36.1396303901437,63.8603696098563,34,35.1077560918371,64.8922439081629,""
"Asankragwa","16004ASA","Amenfi West",-2.4333,5.8,1953,2013,"Rainfall",58.1777378815081,41.8222621184919,42,50.698165604099,49.301834395901,""
"Asankran Dunkwa","16023ASA","Upper Denkyira East",-2.5333,5.7667,1960,1979,"Rainfall",75.7700205338809,24.2299794661191,20,24.0537134413976,75.9462865586024,""
"Asante Krom (Dodi)","07075ASA","Asuogyaman",0.15,6.5333,1973,2010,"Agromet",90.2730744289934,9.72692557100656,39,68.6069433796955,31.3930566203045,""
"Asebu","23007ASE","Abura Asebu Kwamankese",-1.2167,5.2167,1941,2001,"Climate",83.0430879712747,16.9569120287253,56,61.7762938230384,38.2237061769616,""
"Asebu","23038ASE","Abura Asebu Kwamankese",-1.2167,5.2167,1943,1964,"Rainfall",14.3852663016426,85.6147336983574,7,3.95619438740589,96.0438056125941,""
"Asempaneye","10023ASE","Juaboso",-2.9167,6.5,1972,1980,"Rainfall",63.6557177615572,36.3442822384428,9,11.2357741035001,88.7642258964999,""
"Asesewa","14045ASE","Upper Manya",-0.1333,6.3833,1963,2014,"Agromet",91.6495550992471,8.3504449007529,53,79.4296144193475,20.5703855806525,""
"Ashanti-Mampong","14009MAM","Mampong",-1.4,7.0667,1936,2020,"Climate",81.5441105420814,18.4558894579186,75,79.6708311042578,20.3291688957422,""
"Ashanti-Mampong","14010MAM","Mampong",-1.3998,7.0514,1950,2018,"Rainfall",49.6032060947544,50.3967939052456,40,46.8851967145483,53.1148032854517,""
"Ashiaman","23008ASH","Ashaiman",-0.0333,5.6833,1953,1976,"Rainfall",67.3853524982888,32.6146475017112,21,23.1040012516134,76.8959987483866,""
"Ashiaman","23085ASH","Ashaiman",-0.0333,5.6833,1968,1982,"Agromet",81.2739551012959,18.7260448987041,16,22.1663596993379,77.8336403006621,""
"Asidowhui","23007ASI","South Tongu",0.65,5.9,1955,1985,"Rainfall",64.5058730018546,35.4941269981454,27,29.4077384547248,70.5922615452752,""
"Assin Bereku","20008ASS","Assin North",-1.35,5.8667,1956,1987,"Rainfall",69.3018480492813,30.6981519507187,26,33.0990519777705,66.9009480222295,""
"Assin Darmang","18028ASS","Assin South",-1.15,5.45,1954,1981,"Rainfall",75.916691111763,24.083308888237,27,30.8070788032696,69.1929211967304,""
"Assin Foso","20009FOS","Assin Fosu",-1.2833,5.7667,1956,2022,"Climate",62.2997711670481,37.7002288329519,57,62.2997711670481,37.7002288329519,""
"Assin Manso","23045ASS","Assin South",-1.1667,5.5167,1969,1979,"Rainfall",73.4378889718696,26.5621110281304,12,14.9571566191756,85.0428433808244,""
"Assin Nyankumasi","20009ASS","Assin Nyankomase",-1.2833,5.75,1976,2013,"Climate",46.700288184438,53.299711815562,28,37.7584901264053,62.2415098735947,""
"Asuakaw","07014ASU","Asuakaw",-2.6167,7.7333,1965,1984,"Rainfall",29.9931553730322,70.0068446269678,12,10.3427114803625,89.6572885196375,""
"Asuansi","23011ASU","Abura Asebu Kwamankese",-1.2333,5.3,1912,2019,"Climate",91.4746368545136,8.52536314548635,103,89.0018005574329,10.9981994425671,""
"Asuboi","22025ASU","Suhum/Kraboa/Coaltar",-0.4167,5.95,1953,1996,"Rainfall",57.4015307074855,42.5984692925145,33,36.081667774866,63.918332225134,""
"Asunso","20025ASU","Dormaa Municipal",-2.8667,7.3833,1976,2018,"Rainfall",15.7010059849739,84.2989940150261,13,14.364769616124,85.635230383876,""
"Asuom","21013ASU","Kwaebibirem",-0.8833,6.2667,1956,2001,"Rainfall",55.594572074753,44.405427925247,37,38.170153644982,61.829846355018,""
"Asutsuare","07063ASU","Asutuare",0.1833,6.0667,1964,2022,"Agromet",71.6473317865429,28.3526682134571,48,71.6473317865429,28.3526682134571,""
"Asutsuare","07070ASU","Asutuare",0.1963,6.0757,1972,2022,"Agromet",22.0313506549281,77.9686493450719,17,22.0313506549281,77.9686493450719,""
"Atebubu","11002ATE","Atebubu-Amantin Municipal",-0.9833,7.75,1953,2022,"Climate",95.4785465639301,4.52145343606993,71,95.4785465639301,4.52145343606993,""
"Atiavi","23005ATI","Keta Municipal",0.85,5.95,1956,1989,"Rainfall",83.3158869474193,16.6841130525807,34,42.2809741745669,57.7190258254331,""
"Atieku","18026ATI","Wassa East",-1.7,5.5667,1944,2015,"Climate",94.6573883945547,5.34261160544528,73,86.2692774215907,13.7307225784093,""
"Atroni","16003ATR","Dormaa East",-2.6667,7.15,1991,2004,"Rainfall",62.5733281188893,37.4266718811107,11,27.378507871321,72.621492128679,""
"Atuabo","23000ATU","Jomoro",-2.5667,4.9833,1954,1965,"Rainfall",86.0825918320785,13.9174081679215,13,14.9710340449171,85.0289659550829,""
"Atuna","20024ATU","Jaman",-2.7833,7.4833,2006,2006,"Rainfall",16.986301369863,83.013698630137,2,0.998550491222419,99.0014495087776,""
"Avedotoe","07033AVE","Central Tongu",0.6333,6.1333,1976,1980,"Rainfall",91.5708812260536,8.42911877394637,6,9.74544183608085,90.2545581639191,""
"Aveyime","07034AVE","North Tongu",0.3667,6.0333,1963,2018,"Agromet",86.2960790065513,13.7039209934487,55,80.5430070727812,19.4569929272188,""
"Avrebo","18006AVR","Nzema East",-2.1667,4.9167,1976,1982,"Rainfall",56.0031286664059,43.9968713335941,8,8.34158560027961,91.6584143997204,""
"Awaso","18009AWA","BAB Municipal",-2.2833,6.2333,1959,1985,"Rainfall",87.933482052322,12.066517947678,27,37.09787816564,62.90212183436,""
"Axim","23001AXM","Nzema East Municipal",-2.2333,4.8667,1950,2022,"Climate",98.133822321548,1.86617767845205,74,98.133822321548,1.86617767845205,""
"Axim","23001AXM","Nzema East Municipal",-2.2333,4.8667,1950,2022,"Synoptic",98.133822321548,1.86617767845205,74,98.133822321548,1.86617767845205,""
"Ayensuako","23021AYR","Awutu Senya",-0.6167,5.7167,1956,1979,"Rainfall",18.0355920602327,81.9644079397673,8,6.46044458973521,93.5395554102648,""
