"StationName","ID","District","lon","lat","StartYear","EndYear","Type","% Available","% missing","Number of Years","% Available 2022","% missing 2022","Remarks"
"Ahunda Adaklu","07031AHU","Adaklu",0.55,6.3,1963,2005,"Climate",71.2466573284095,28.7533426715905,38,51.0609171800137,48.9390828199863,""
"Akaa","07000AKA","Jasikan",0.4,7.4333,1956,1997,"Climate",90.3135388827325,9.68646111726746,43,56.6157240928408,43.3842759071592,""
"Akatsi","15076AKA","Akatsi South",0.8,6.1167,1976,2022,"Synoptic",97.0990854546514,2.90091454534863,48,97.0990854546514,2.90091454534863,""
"Akatsi School","15051AKA","Akatsi South",0.8008,6.1256,1971,1983,"Agromet",63.18449873631,36.81550126369,11,15.7952930026852,84.2047069973148,""
"Akim Oda","21088ODA","Birim Central",-0.9784,5.9293,1972,2022,"Synoptic",93.1984109942023,6.80158900579772,52,93.1984109942023,6.80158900579772,""
"Akokoaso","19001AKO","Akyem Mansa",-1.0667,6.15,1974,2018,"Agromet",81.4249209053298,18.5750790946702,43,74.7778957367156,25.2221042632844,""
"Akosombo","07059AKO","Asuogyaman",0.05,6.3,1963,2020,"Agromet",90.2619778144914,9.73802218550861,59,87.2553045859001,12.7446954140999,""
"Akrokerri","17021AKR","Adansi North",-1.6333,6.3,2012,2020,"Climate",69.4951338199513,30.5048661800487,10,56.8690890990543,43.1309109009457,""
"Akrokerri","17040AKR","Adansi North",-1.65,6.2999,1963,2018,"Climate",61.4696391903784,38.5303608096216,42,57.3716632443532,42.6283367556468,""
"Akropong Akwapim","10062AKR","Akwapem North",-0.0833,5.9667,1995,2000,"Climate",81.9343065693431,18.0656934306569,7,17.5613571917473,82.4386428082527,""
"Akropong Akwapim","14062AKR","Akwapem North",-0.0833,5.9667,1963,2016,"Climate",93.8399918880552,6.16000811194483,55,84.4581336983801,15.5418663016199,""
"Akropong Wassaw","18002WAS","Akwapem North",-2.0833,5.7833,2000,2016,"Agromet",84.2995169082126,15.7004830917874,18,62.3140102368766,37.6859897631234,""
"Akuse","07003AKU","Yilo Krobo",0.1193,6.0945,1960,2020,"Synoptic",89.8433643014227,10.1566356985773,59,86.9931771761331,13.0068228238669,""
"Amankwakrom","07024AMA","Kwahu Afram Plains North",0.0167,7.05,1966,1986,"Agromet",63.0307337004797,36.9692662995203,17,29.0736264186504,70.9263735813496,""
"Amankwakrom","07024AMA","Kwahu Afram Plains North",0.0167,7.05,1966,1986,"Climate",63.0307337004797,36.9692662995203,17,29.0736264186504,70.9263735813496,""
"Amedzofe","07060AME","Ho West",0.4333,6.85,1963,2010,"Climate",92.4309833447411,7.56901665525895,49,73.9447866757928,26.0552133242072,""
"Amelorkope","07032AME","Central Tongu",0.5833,6.1167,1956,1967,"Climate",84.1965471447543,15.8034528552457,13,24.5805723953193,75.4194276046807,""
"Amelorkope","07032AME","Central Tongu",0.5833,6.1167,1956,1967,"Rainfall",84.1965471447543,15.8034528552457,13,24.5805723953193,75.4194276046807,""
"Amentia","19022AME","Asante Akim South",-1.1667,6.2167,1955,1981,"Climate",42.5471506793754,57.4528493206246,18,16.8941498570681,83.1058501429319,""
"Ampaam New","14051AMP","Kwahu South",-0.3333,6.6167,1978,1985,"Agromet",86.5845311430527,13.4154688569473,9,15.3930396690192,84.6069603309808,""
"Anyinasi","23013AIY","Nzema East",-2.4667,5.0333,1953,2011,"Agromet",58.0537379924822,41.9462620075178,40,48.9302616654281,51.0697383345719,""
"Apam","23061APA","Gomoa West",-0.7333,5.2833,1963,2016,"Climate",84.7495437031028,15.2504562968972,54,76.2765229295003,23.7234770704997,""
"Asamankese","23018ASA","West Akim",-0.6667,5.8667,1952,2022,"Climate",90.0589981876374,9.94100181236263,72,90.0589981876374,9.94100181236263,""
"Asante Krom (Dodi)","07075ASA","Asuogyaman",0.15,6.5333,1973,2009,"Agromet",88.2936214296285,11.7063785703715,38,65.3378600372358,34.6621399627642,""
"Asebu","23007ASE","Abura Asebu Kwamankese",-1.2167,5.2167,1964,1982,"Climate",85.0576368876081,14.9423631123919,20,27.3921113689095,72.6078886310905,""
"Asesewa","14045ASE","Upper Manya",-0.1333,6.3833,1975,2014,"Agromet",96.8035592060233,3.19644079397673,41,80.6696326716861,19.3303673283139,""
"Ashanti-Mampong","14009MAM","Mampong",-1.4,7.0667,1963,2020,"Climate",58.6122256313429,41.3877743686571,39,56.6598220396988,43.3401779603012,""
"Ashiaman","23085ASH","Ashaiman",-0.0333,5.6833,1968,1982,"Agromet",75.7802518707793,24.2197481292207,16,20.6680272786102,79.3319727213898,""
"Assin Foso","20009FOS","Assin Fosu",-1.2833,5.7667,1956,2020,"Climate",60.8541824614607,39.1458175385393,51,59.0389016018307,40.9610983981693,""
"Assin Nyankumasi","20009ASS","Assin Nyankomase",-1.2833,5.75,1956,1956,"Climate",7.10382513661202,92.896174863388,2,0.10624387054593,99.8937561294541,""
"Asuansi","23011ASU","Abura Asebu Kwamankese",-1.2333,5.3,1953,2016,"Climate",93.6815537303217,6.3184462696783,65,85.6533813118473,14.3466186881527,""
"Asutsuare","07063ASU","Asutuare",0.1833,6.0667,1977,2022,"Agromet",44.2295101482055,55.7704898517945,26,44.2295101482055,55.7704898517945,""
"Asutsuare","07070ASU","Asutuare",0.1963,6.0757,1972,2022,"Agromet",21.8273566673824,78.1726433326176,17,21.8273566673824,78.1726433326176,""
"Atebubu","11002ATE","Atebubu-Amantin Municipal",-0.9833,7.75,1956,2014,"Climate",93.754060324826,6.24593967517401,60,82.5596600196143,17.4403399803857,""
"Atieku","18026ATI","Wassa East",-1.7,5.5667,1972,2014,"Climate",58.8182860053483,41.1817139946517,30,49.5920120249087,50.4079879750913,""
"Aveyime","07034AVE","North Tongu",0.3667,6.0333,1963,2018,"Agromet",78.2829764349271,21.7170235650729,52,73.0641113392654,26.9358886607346,""
"Axim","23001AXM","Nzema East Municipal",-2.2333,4.8667,1960,2022,"Climate",95.7929535368173,4.20704646318268,63,95.7929535368173,4.20704646318268,""
"Axim","23001AXM","Nzema East Municipal",-2.2333,4.8667,1960,2022,"Synoptic",95.7929535368173,4.20704646318268,63,95.7929535368173,4.20704646318268,""
"Babile","01000BAB","Jirapa",-2.8167,10.5167,1948,2022,"Synoptic",75.5530408118566,24.4469591881434,65,75.5530408118566,24.4469591881434,""
"Barekese","17044BAR","Atwima Nwabiagya",-1.7333,6.85,1969,2006,"Climate",56.9637581958354,43.0362418041646,27,40.0851797393906,59.9148202606094,""
"Bechem","16004BEC","Tano South",-2.0333,7.0833,1964,2009,"Climate",91.8045470777288,8.19545292227116,47,71.5777262180975,28.4222737819025,""
"Begoro","14014BEG","Fanteakwa",-0.3833,6.3833,1964,2013,"Climate",78.2894376608443,21.7105623391557,44,66.3480278422274,33.6519721577726,""
"Bekwai - Ashanti","17025BEK","Bekwai Municipal",-1.5667,6.45,1963,2018,"Climate",81.4999511098074,18.5000488901926,53,76.0666210358202,23.9333789641798,""
"Benso","23027BEN","Mpohor",-1.9,5.15,1951,2014,"Climate",44.5670773442847,55.4329226557153,38,39.6151798615864,60.3848201384136,""
"Berekum","01005BER","Berekum Municipal",-2.5833,7.45,1956,2020,"Climate",92.5406452699857,7.45935473001433,66,89.7801569140242,10.2198430859758,""
"Bibiani","16004BIB","BAB Municipal",-2.35,6.4667,1958,2015,"Climate",54.607250755287,45.392749244713,36,48.7258329472221,51.2741670527779,""
"Binduri","04030BIN","Binduri",-0.3,10.95,1976,2017,"Agromet",75.5361449709928,24.4638550290072,38,67.5016019106425,32.4983980893575,""
"Bobiri","19004BOB","Ejisu Juaben Municipal",-1.35,6.6833,1953,2020,"Agromet",43.0849136369127,56.9150863630873,38,41.8547346188446,58.1452653811554,""
"Bogoso","18005BOG","Prestea- Huni Valley",-2.0333,5.4,1953,2013,"Climate",40.2648114901257,59.7351885098743,40,35.0881996323386,64.9118003676614,""
"Bogoso","18027BOG","Prestea- Huni Valley",-2.0333,5.5667,1948,1971,"Climate",27.2187999087383,72.7812000912617,10,8.70993648244141,91.2900635175586,""
"Bole","07000BOL","Bole",-2.4833,9.0333,1961,2023,"Synoptic",79.2611907866145,20.7388092133855,54,79.2611907866145,20.7388092133855,""
"Bolgatanga","04003BOL","Bolgatanga Municipal",-0.85,10.7833,2012,2021,"Agromet",69.9425130030112,30.0574869969888,11,63.588850174216,36.411149825784,""
"Bolgatanga","04027BOL","Bolgatanga Municipal",-0.8667,10.8,1975,2021,"Agromet",81.9362730820761,18.0637269179239,48,80.2304357745836,19.7695642254164,""
"Bondaye","18006BON","Prestea- Huni Valley",-2.1667,5.4,1953,1964,"Climate",91.3807734270821,8.61922657291792,13,25.6107090680529,74.3892909319471,""
"Bondaye","18006BON","Prestea- Huni Valley",-2.1667,5.4,1953,1964,"Rainfall",91.3807734270821,8.61922657291792,13,25.6107090680529,74.3892909319471,""
"Boso","07061BOS","Asuogyaman",0.1667,6.55,1972,2013,"Climate",97.8153160642437,2.18468393575633,43,88.1774580335731,11.8225419664269,""
"Boso","07061BOS","Asuogyaman",0.17,6.5464,1972,2013,"Climate",97.8153160642437,2.18468393575633,43,88.1774580335731,11.8225419664269,""
"Botoku","07073BOT","North Dayi",0.2667,6.75,1995,2006,"Climate",64.4992014601871,35.5007985398129,11,27.6425149115088,72.3574850884912,""
"Breman Asikuma","23032ASI","Asikuma-Odoben-Brakwa",-0.9833,5.5833,1958,2016,"Agromet",51.0719257540603,48.9280742459397,37,46.3586201086728,53.6413798913272,""
"Brimso","23012BRI","Abura Asebu Kwamankese",-1.2833,5.1833,1957,2016,"Climate",87.729865389003,12.270134610997,60,79.7560773251473,20.2439226748527,""
"Bui","01001BUI","Banda",-2.2667,8.2833,1954,2014,"Agromet",64.7441651705566,35.2558348294434,45,57.23752083168,42.76247916832,""
"Bunso","21015BUN","Abuakwa North",-0.4667,6.2833,1954,2018,"Agromet",56.9942293921907,43.0057706078093,43,53.6901833187842,46.3098166812158,""
"Cape Coast","23000CAP","Cape Coast",-1.2652,5.1025,1960,1972,"Climate",44.235882997028,55.764117002972,10,11.470290002028,88.529709997972,""
"Cape Coast","23000CAP","Cape Coast",-1.2652,5.1025,1960,1972,"Rainfall",44.235882997028,55.764117002972,10,11.470290002028,88.529709997972,""
"Cape Coast","23013CAP","Cape Coast",-1.25,5.1151,1965,2018,"Climate",15.389634601044,84.610365398956,9,14.4085176942881,85.5914823057119,""
"Cape Coast","23044CAP","Cape Coast",-1.2641,5.1174,1966,2022,"Climate",43.5851866083866,56.4148133916134,34,43.5851866083866,56.4148133916134,""
"Cape Coast","23048CAP","Cape Coast",-1.25,5.1,1973,2020,"Agromet",88.9459274469541,11.0540725530459,49,85.3904282115869,14.6095717884131,""
"Chinderi","07007CHI","Krachi Nchumuru",-0.1333,8.15,1964,1966,"Climate",96.8978102189781,3.10218978102191,3,9.37913980393889,90.6208601960611,""
"Chinderi","07007CHI","Krachi Nchumuru",-0.1333,8.15,1964,1966,"Rainfall",96.8978102189781,3.10218978102191,3,9.37913980393889,90.6208601960611,""
"Damongo","01001DAM","West Gonja",-1.8167,9.0667,1954,2019,"Climate",70.6277310028776,29.3722689971224,45,68.6237962100031,31.3762037899969,""
"Damongo","01001DAM","West Gonja",-1.8167,9.0667,1954,2019,"Rainfall",70.6277310028776,29.3722689971224,45,68.6237962100031,31.3762037899969,""
"Donkorkrom","13000DON","Kwahu North",-0.1,7.05,1995,2014,"Climate",30.0205338809035,69.9794661190965,10,21.4432384863596,78.5567615136404,""
"Dormaa Ahenkro","20008DOR","Dormaa Ahenkro",-2.8833,7.2833,1956,1966,"Climate",85.5649576903932,14.4350423096068,12,14.0487087283426,85.9512912716574,""
"Dormaa Ahenkro","20021DOR","Dormaa Ahenkro",-2.8833,7.2833,1969,2016,"Climate",55.5441478439425,44.4558521560575,31,49.3738275110277,50.6261724889723,""
"Dunkwa","17015DUN","Upper Denkyira East",-1.7833,5.9667,1963,2013,"Climate",97.10113807172,2.89886192828,52,82.5370750627424,17.4629249372576,""
"Effiduasi","19017EFI","Sekyere East",-1.4,6.9167,1969,2016,"Climate",92.7960301163587,7.20396988364134,49,82.4874511991076,17.5125488008924,""
"Ejura","14004EJU","Ejura Sekyedumase",-1.3667,7.3833,1958,2020,"Agromet",95.9631744025994,4.03682559740055,64,94.4080626900792,5.59193730992075,""
"Ejura","14004EJU","Ejura Sekyedumase",-1.3667,7.3833,1958,2020,"Climate",95.9631744025994,4.03682559740055,64,94.4080626900792,5.59193730992075,""
"Elmina","23024ELM","Edina",-1.35,5.0833,1958,2013,"Climate",3.85743619829862,96.1425638017014,6,3.32336464344383,96.6766353565562,""
"Enchi","16007ENC","Aowin",-2.8167,5.8167,1954,2016,"Climate",63.8824909825736,36.1175090174264,51,58.3287040711055,41.6712959288945,""
"Esiama","23003ESI","Nzema East",-2.35,4.9333,1960,1979,"Climate",74.798083504449,25.201916495551,21,23.7451653556994,76.2548346443006,""
"Forifori","14057FOR","Kwahu Afram Plains South",-0.3333,6.8333,1972,2016,"Climate",82.3568777757498,17.6431222242502,43,72.6701739317157,27.3298260682843,""
"Funsi","02008FUN","Wa East",-1.9833,10.2833,2008,2013,"Rainfall",81.7518248175183,18.2481751824817,7,32.70669830261,67.29330169739,""
"Garu","04031GAR","Garu-Tempane",-0.1833,10.85,1976,2021,"Agromet",79.3893584097131,20.6106415902869,44,77.7014038562358,22.2985961437642,""
"Goaso","16010GOA","Asunafo North Municipal",-2.5167,6.8,1956,2017,"Agromet",92.9859625196924,7.01403748030755,60,89.1579303347988,10.8420696652012,""
"Goaso","16010GOA","Asunafo North Municipal",-2.5167,6.8,1956,2017,"Rainfall",92.9859625196924,7.01403748030755,60,89.1579303347988,10.8420696652012,""
"Half Assini","23016HAL","Jomoro Municipal",-2.8833,5.05,1963,2019,"Climate",60.7089677698256,39.2910322301744,41,57.6728268309377,42.3271731690623,""
"Havi","23028HAV","Akatsi South",0.7833,6.0333,1975,1982,"Agromet",83.8466803559206,16.1533196440794,9,13.9744467259868,86.0255532740132,""
"Ho","07017HO-","Ho Municipal",0.4667,6.6,1956,2023,"Synoptic",95.3214961549301,4.67850384506986,69,95.3214961549301,4.67850384506986,""
"Hohoe","07016HOH","Hohoe Municipal",0.4833,7.15,1963,2003,"Climate",94.644407345576,5.35559265442403,42,64.6725986767054,35.3274013232946,""
"Huhunya","14039HAV","Yilo Krobo Municipal",-0.1667,6.1667,2011,2019,"Agromet",2.76848189838759,97.2315181016124,3,2.07620351357518,97.9237964864248,""
"Huhunya","14039HUH","Yilo Krobo Municipal",-0.1667,6.1667,1964,2022,"Agromet",82.3248259860789,17.6751740139211,56,82.3248259860789,17.6751740139211,""
"Inchaban","23000INC","Shama",-1.6833,4.9833,1954,2012,"Climate",55.169373549884,44.830626450116,37,47.1748273946512,52.8251726053488,""
"KIAMO-Accra","23016ACC","Okaikoi South",-0.168,5.6098,1951,2023,"Synoptic",93.2715748415407,6.72842515845929,72,93.2715748415407,6.72842515845929,""
"Kade","21017KAD","Kwaebibirem",-0.8333,6.1,1956,2018,"Climate",86.6150971274608,13.3849028725392,63,81.444099378882,18.555900621118,""
"Kade","21018KAD","Kwaebibirem",-0.8167,6.1,1957,1992,"Experimental",81.907369381702,18.092630618298,36,44.6776736082303,55.3223263917697,""
"Kanayerebo","18007KAN","BAB Municipal",-2.2833,6.25,1952,2001,"Climate",48.3217434156491,51.6782565843509,28,34.0300003856091,65.9699996143909,""
"Kanayerobo","18007KAN","BAB Municipal",-2.2833,6.25,1952,2001,"Climate",48.3217434156491,51.6782565843509,28,34.0300003856091,65.9699996143909,""
"Keta","23015KET","Keta Municipal",0.9833,5.9167,1953,1995,"Climate",85.2467367080548,14.7532632919452,44,52.3643759533774,47.6356240466226,""
"Kete-Krachi","07008KRA","Krachi West",-0.0333,7.8167,1956,2018,"Synoptic",97.2143757333449,2.78562426665508,64,91.4105916966329,8.58940830336712,""
"Kibi","21020KIB","East Akim Municipal",-0.55,6.1667,1954,2020,"Climate",43.1104936253678,56.8895063746322,42,41.8617570034124,58.1382429965876,""
"Kintampo","01000KIN","Kintampo North Municipal",-1.7167,8.05,1955,2019,"Agromet",54.1089254875532,45.8910745124468,43,51.7212223698514,48.2787776301486,""
"Koforidua","22029KOF","New-Juaben Municipal",-0.25,6.0833,1954,1976,"Climate",78.1811689084633,21.8188310915367,21,26.061423696532,73.938576303468,""
"Koforidua","22050KDA","New-Juaben Municipal",-0.25,6.0833,1969,2023,"Agromet",97.6127455970681,2.38725440293189,56,97.6127455970681,2.38725440293189,""
"Koforidua","22050KDA","New-Juaben Municipal",0.2708,6.0864,1969,2023,"Synoptic",97.6127455970681,2.38725440293189,56,97.6127455970681,2.38725440293189,""
"Komenda","23040KOM","Na",-1.5011,5.0664,1964,2012,"Agromet",51.6873393675271,48.3126606324729,29,42.9280742459397,57.0719257540603,""
"Konongo","19007KON","Asante Akim Central",-1.2167,6.6167,1953,2010,"Climate",95.3880287009063,4.61197129909365,59,79.0354754175304,20.9645245824696,""
"Konongo","19007KOO","Asante Akim Central",-1.2167,6.6167,1995,1995,"Climate",8.49315068493151,91.5068493150685,2,0.303119194289625,99.6968808057104,""
"Kpandae","08002KPA","Kpandai",-0.0167,8.4333,1953,2009,"Climate",15.6827897593544,84.3172102406456,20,12.7703680525678,87.2296319474322,""
"Kpando","07017KPA","Kpando Municipal",0.2833,7,1963,2017,"Agromet",88.4865366759517,11.5134633240483,52,84.2836333368016,15.7163666631984,""
"Kpando","07017KPA","Kpando Municipal",0.2833,7,1963,2017,"Climate",88.4865366759517,11.5134633240483,52,84.2836333368016,15.7163666631984,""
"Kpedze","09005KPE","Ho-West",0.0333,7.9333,2005,2017,"Climate",51.558550968829,48.441449031171,10,37.2376026772133,62.7623973227867,""
"Kpedzeglo Mafi","07037KPE","Hohoe",0.55,6.2333,2012,2017,"Climate",9.76277372262774,90.2372262773723,4,5.32603285216526,94.6739671478347,""
"Kpeve","07026KPE","South Dayi",0.3333,6.6833,1953,2014,"Agromet",85.6922057849415,14.3077942150585,63,75.8986193139594,24.1013806860406,""
"Kpong","07006KPO","Kpone Katamanso",0.0667,6.15,1956,2022,"Agromet",40.5524681268388,59.4475318731612,33,40.5524681268388,59.4475318731612,""
"Krachi Nkwanta","09003KRA","Krachi West",0.5,8.2667,1975,2013,"Climate",55.811131894242,44.188868105758,21,47.8585052887116,52.1414947112884,""
"Krachi Nkwanta","09003KRA","Krachi West",0.5167,8.2667,1975,2013,"Climate",55.811131894242,44.188868105758,21,47.8585052887116,52.1414947112884,""
"Kugri","04029KUG","Garu Tempane",-0.2833,10.7667,1990,2012,"Agromet",91.66765861207,8.33234138793001,24,63.8928067700987,36.1071932299013,""
"Kumasi","17009KSI","Kumasi",-1.5916,6.7169,1946,2023,"Synoptic",92.3514338867633,7.64856611323668,78,92.3514338867633,7.64856611323668,""
"Kumasi","17036KUM","Kumasi",-1.6,6.7167,1960,2020,"Agromet",35.3619675957093,64.6380324042907,28,34.2401460171222,65.7598539828778,""
"Kusi","21067KUS","Denkyembour",-0.8667,6.0333,1995,2018,"Climate",94.1022130960529,5.89778690394706,25,80.6590397966168,19.3409602033832,""
"Kwadaso","17012KWA","Kumasi",-1.65,6.7,1952,2017,"Agromet",64.408677977351,35.591322022649,50,59.8735202251957,40.1264797748043,""
"Kwanyako","23080KWA","Agona East",-0.6333,5.6,1966,2018,"Climate",86.6079757462687,13.3920242537313,45,83.0700405424298,16.9299594575702,""
"Manga Bawku","04001MAN","Bawku Municipal",-0.2667,11.0167,1955,2021,"Climate",71.3836220987251,28.6163779012749,54,70.3345814711922,29.6654185288078,""
"Mankango","07012MAN","North East Gonja",-0.6,8.3333,1973,1979,"Agromet",78.5602503912363,21.4397496087637,8,10.9955098017742,89.0044901982258,""
"Mem Chemfere","07059MEM","Kwahu Afram Plains North",-0.05,6.95,1967,1976,"Climate",65.0538583789511,34.9461416210489,10,16.3995726495727,83.6004273504274,""
"Mem Chemfere","07059MEM","Kwahu Afram Plains North",-0.05,6.95,1967,1976,"Rainfall",65.0538583789511,34.9461416210489,10,16.3995726495727,83.6004273504274,""
"Mole","01007MOL","West Gonja",-2.038,9.5069,1973,1976,"Climate",65.6399726214921,34.3600273785079,5,5.25134158361625,94.7486584163837,""
"Mpehuasem","23084MPE","Ayawaso",-0.1645,5.652,1969,2022,"Agromet",59.4382193378289,40.5617806621711,37,59.4382193378289,40.5617806621711,""
"Mpraeso","14044MPR","Kwahu South",-0.7333,6.5833,1963,2016,"Climate",87.7408233624011,12.2591766375989,54,78.9687428701802,21.0312571298198,""
"Nasia","06025NAS","Gazeb",-0.8,10.15,1971,1979,"Climate",90.2646790386371,9.73532096136294,10,15.6215447796557,84.3784552203443,""
"Navrongo","04003NAV","Kassena- Nankana",-1.0832,10.8784,1947,2023,"Synoptic",92.373062153321,7.626937846679,75,92.373062153321,7.626937846679,""
"Nkawkaw","19043NKA","Nkwanta South",-0.7667,6.55,1963,2016,"Climate",93.0997769215169,6.90022307848307,55,83.791923340178,16.208076659822,""
"Nkroful","23008NKR","Ellembelle",-2.3232,4.9667,1976,2014,"Climate",47.2235872235872,52.7764127764128,24,39.1856468806431,60.8143531193569,""
"Nsawam","22027NSA","Nsawan-Aoagyire Minicipal",-0.35,5.8167,1953,2016,"Climate",65.3661875427789,34.6338124572211,47,59.7645402276372,40.2354597723628,""
"Nungua","23012NUN","Gulf Of Guinea",-0.0833,5.5833,1952,2008,"Rainfall",53.5014409221902,46.4985590778098,38,42.9529942544249,57.0470057455751,""
"Nyankpala","07012NYA","Tolon",-0.9667,9.4,1952,2008,"Agromet",62.037251463923,37.962748536077,33,53.0616864742501,46.9383135257499,""
"Nyankpala","07012NYA","Tolon",-0.9667,9.4,1952,2008,"Climate",62.037251463923,37.962748536077,33,53.0616864742501,46.9383135257499,""
"Obo-Kwahu","19005OBO","Kwahu South",-0.8167,6.6,1964,1980,"Rainfall",50.354267310789,49.645732689211,13,14.5104408352668,85.4895591647332,""
"Obuasi","170390BU","Obuasi Municipal",-1.6667,6.2,2005,2005,"Climate",8.49315068493151,91.5068493150685,2,0.471554609066018,99.528445390934,""
"Obuasi","17039OBU","Obuasi Municipal",-1.6667,6.2,1995,2008,"Climate",94.5443879546343,5.45561204536567,15,47.2768162706561,52.7231837293439,""
"Ogoli","07074OGO","Asuogyaman",0.1,6.1833,1973,1976,"Rainfall",66.5297741273101,33.4702258726899,5,5.32252765305005,94.67747234695,""
"Ohawu","23053OHA","Ketu North",0.9,6.1333,1963,2020,"Agromet",80.6230823696011,19.3769176303989,52,77.9374857403605,22.0625142596395,""
"Osu-Accra","23050OSU","Klorley Klotey Municipal",-0.1833,5.55,1960,1969,"Rainfall",60.4434711196277,39.5565288803723,11,9.5954108904437,90.4045891095563,""
"Owabi","17016OWA","Owabi",-1.7167,6.75,1952,2018,"Climate",51.4588100686499,48.5411899313501,44,48.5597501253229,51.4402498746771,""
"Oyarifa","23059OYA","Pantang West",-0.1833,5.7333,1971,1984,"Climate",87.211576065702,12.788423934298,15,23.4823355973253,76.5176644026747,""
"Pankese","19030PAN","Glinyigbatakpo ( Ahorlikope)",0.51,6.31,1956,2016,"Climate",88.6091288541807,11.3908711458193,60,80.6758744687806,19.3241255312194,""
"Pokoase","22014POK","Ga West Municipal",-0.2833,5.6833,1953,2016,"Agromet",88.4074496389206,11.5925503610794,59,84.0336893445029,15.9663106554971,""
"Pokoase","22014POK","Ga West Municipal",-0.2833,5.6833,1953,2016,"Climate",88.4074496389206,11.5925503610794,59,84.0336893445029,15.9663106554971,""
"Pomadze","23089POM","Effutu Municipal",-0.2333,5.9167,1995,2013,"Agromet",95.4899135446686,4.5100864553314,20,64.7990613083016,35.2009386916984,""
"Pong Tamale","04005PON","Savelugu-Nanton",-0.8333,9.6667,1953,2017,"Climate",46.3712564761383,53.6287435238617,40,43.0594125239567,56.9405874760433,""
"Prang","11006PRA","Pru East",-0.8833,7.9833,1964,2013,"Climate",88.0687729288726,11.9312270711274,49,74.6357308584687,25.3642691415313,""
"Prestea","18026PRE","Prestea- Huni Valley",-2.15,5.4333,1969,1976,"Climate",78.6105407255305,21.3894592744695,9,11.6463012726259,88.3536987273741,""
"Prestea SHTS","TA00003","Prestea- Huni Valley",-2.1339,5.4469,2018,2023,"Tahmo AWS",68.4162482884528,31.5837517115472,7,68.4162482884528,31.5837517115472,""
"Pretsea","23001PRE","Prestea- Huni Valley",-1.8667,4.9333,1971,2014,"Climate",27.9074108642897,72.0925891357103,18,23.6139630390144,76.3860369609856,""
"Princes Town","23005PRI","Ahanta West Municipal",-2.1333,4.8,1963,2012,"Climate",45.879647374473,54.120352625527,28,38.2340862422998,61.7659137577002,""
"Pusiga","04002PUS","Pusiga",-0.1167,11.0833,1955,1976,"Rainfall",48.6809357889497,51.3190642110503,15,15.7506945283247,84.2493054716753,""
